CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,7,-,-,-,-,-,350,"4,803.85","5,014.20",35,"50,900.00",35,6.55,6.65,175,-1.15,6.60,24.98,133,37,287,
,"1,685",-2,5,-,"4,800.00",-57.60,70,"4,797.95","4,820.35",35,"51,000.00","1,085",6.40,6.50,875,-1.20,6.40,24.39,"6,124",-807,"10,695",
,-,-,-,-,-,-,350,"4,150.50","4,884.90",350,"51,100.00",105,6.75,6.80,70,-1.35,6.75,24.02,199,-13,182,
,-,-,-,-,-,-,350,"4,038.25","4,750.70",350,"51,200.00",175,6.90,7.00,280,-1.30,6.95,23.73,177,-68,490,
,1,-,-,-,-,-,70,"4,396.60","4,617.55",70,"51,300.00",280,7.15,7.25,175,-1.55,7.10,23.34,401,7,438,
,-,-,-,-,-,-,595,"3,878.40","4,579.70",350,"51,400.00",210,7.25,7.45,105,-1.40,7.30,22.93,114,45,158,
,101,-,1,-,"4,300.00",-100.00,70,"4,294.85","4,330.60",35,"51,500.00",35,7.45,7.50,665,-1.50,7.50,22.53,"3,959",-933,"4,123",
,-,-,-,-,-,-,350,"3,711.55","4,367.50",350,"51,600.00",70,7.70,7.90,35,-2.20,7.70,22.14,437,-162,168,
,-,-,-,-,-,-,350,"3,609.80","4,270.80",350,"51,700.00",385,7.90,8.05,35,-1.75,8.10,21.73,102,-24,196,
,1,-,-,-,-,-,350,"3,941.10","4,107.05",350,"51,800.00",35,8.10,8.20,70,-2.05,8.15,21.36,697,-53,263,
,-,-,-,-,-,-,350,"3,432.30","4,071.05",350,"51,900.00",245,8.35,8.55,490,-2.40,8.50,20.98,197,-21,447,
,"1,966",-6,12,-,"3,840.00",-12.00,140,"3,805.10","3,819.75",35,"52,000.00",210,8.85,8.90,490,-2.15,8.90,20.60,"7,815",381,"17,129",
,3,-,-,-,-,-,350,"3,655.30","3,813.65",350,"52,100.00",35,9.00,9.15,210,-2.65,9.10,20.21,334,-25,892,
,-,-,-,-,-,-,350,"3,175.15","3,759.90",350,"52,200.00",70,9.25,9.45,420,-2.55,9.35,19.80,313,-12,"1,692",
,3,-,-,-,-,-,350,"3,457.90","3,621.15",350,"52,300.00",105,9.90,10.10,560,-2.75,10.20,19.54,435,33,950,
,1,-,-,-,-,-,350,"3,326.10","3,541.40",350,"52,400.00",210,10.45,10.60,35,-2.80,10.50,19.14,276,38,814,
,408,-,1,20.71,"3,325.00",-35.55,70,"3,306.80","3,329.30",35,"52,500.00",210,10.90,11.00,770,-3.15,11.00,18.72,"7,132","-1,289","8,956",
,2,-,-,-,-,-,350,"3,188.90","3,268.10",350,"52,600.00",70,11.45,11.60,70,-3.90,11.60,18.42,407,-60,496,
,5,-,-,-,-,-,350,"3,057.40","3,207.00",350,"52,700.00",35,12.05,12.15,35,-4.50,12.00,18.04,"1,231",85,"1,498",
,1,-,-,-,-,-,70,"2,915.65","3,111.25",105,"52,800.00",35,12.90,13.00,245,-3.85,13.05,17.71,"1,774",317,"1,221",
,3,-,-,-,-,-,350,"2,856.60","2,995.05",350,"52,900.00",595,13.65,13.75,35,-4.70,13.60,17.36,"1,020",87,832,
,"1,653",-17,42,21.89,"2,814.00",-61.55,140,"2,817.90","2,831.05",35,"53,000.00",175,14.80,14.90,70,-4.55,14.90,17.06,"15,050","2,013","18,452",
,16,-,-,-,-,-,350,"2,630.95","2,815.60",350,"53,100.00",140,15.95,16.10,35,-4.55,16.05,16.76,418,47,691,
,10,-,-,-,-,-,350,"2,569.40","2,715.05",350,"53,200.00",35,17.30,17.40,140,-5.90,17.15,16.41,875,202,"1,864",
,16,-,-,-,-,-,140,"2,502.40","2,562.15",35,"53,300.00",35,18.40,18.55,35,-6.10,18.50,16.07,894,25,705,
,12,-,5,20.11,"2,470.00",192.55,105,"2,414.85","2,443.50",105,"53,400.00",70,20.05,20.15,35,-6.20,20.25,15.76,777,80,797,
,929,-1,13,-,"2,350.00",-29.40,105,"2,323.50","2,335.95",70,"53,500.00",35,22.00,22.10,630,-6.95,22.00,15.47,"9,472",-272,"11,482",
,9,-,-,-,-,-,350,"2,180.90","2,335.30",350,"53,600.00",315,24.10,24.30,35,-7.30,24.25,15.20,"1,815",51,"2,743",
,9,-,-,-,-,-,35,"2,089.10","2,170.30",35,"53,700.00",385,26.25,26.45,35,-7.90,26.95,14.90,"1,973",-279,"1,301",
,18,-,-,-,-,-,350,"2,003.90","2,072.25",35,"53,800.00",35,28.85,29.00,70,-9.65,28.80,14.57,"4,467",-980,"1,696",
,8,-,-,-,-,-,35,"1,913.50","1,979.70",35,"53,900.00",140,32.00,32.20,35,-8.95,32.15,14.30,"1,953",255,"1,678",
,"3,876",-81,252,17.04,"1,867.00",-40.60,105,"1,840.75","1,853.75",35,"54,000.00",350,36.10,36.20,70,-9.05,36.20,14.06,"17,867","1,232","21,363",
,61,-,-,-,-,-,35,"1,727.45","1,773.15",35,"54,100.00",245,39.85,40.05,35,-10.05,40.15,13.74,"2,490",-10,"1,468",
,82,-,-,-,-,-,35,"1,630.55","1,677.75",35,"54,200.00",140,44.65,44.85,175,-11.00,45.10,13.49,"2,850",50,"2,313",
,159,-,-,-,-,-,35,"1,542.50","1,575.20",35,"54,300.00",175,50.45,50.70,70,-12.45,50.45,13.25,"4,313",-281,"2,611",
,130,5,25,15.26,"1,505.25",-15.95,35,"1,461.65","1,474.90",70,"54,400.00",140,57.10,57.30,70,-12.65,57.60,13.00,"3,599",231,"1,724",
,"1,521",16,559,12.94,"1,379.70",-57.00,70,"1,375.00","1,381.10",140,"54,500.00",105,64.85,65.10,175,-13.65,65.40,12.80,"16,527",978,"17,623",
,245,4,25,14.20,"1,315.10",-26.05,70,"1,281.70","1,292.40",35,"54,600.00",140,74.35,74.55,70,-14.40,74.85,12.62,"6,016",394,"3,317",
,393,-1,19,13.35,"1,212.25",-47.90,70,"1,193.30","1,203.70",70,"54,700.00",70,85.10,85.35,105,-15.85,85.60,12.40,"5,706",68,"2,934",
,500,-29,232,13.75,"1,111.90",-64.80,140,"1,109.70","1,114.00",35,"54,800.00",245,97.25,97.60,105,-16.55,97.55,12.23,"8,832",921,"5,485",
,796,-20,302,12.65,"1,030.25",-58.70,70,"1,025.25","1,028.85",105,"54,900.00",175,112.55,113.00,210,-17.15,113.40,12.08,"6,183",332,"9,969",
,"8,292",643,"5,177",12.55,939.05,-67.95,70,942.60,945.60,140,"55,000.00",420,129.00,129.30,105,-17.05,130.10,11.88,"28,152","2,081","30,327",
,"2,171",-55,510,12.24,860.30,-63.95,70,861.75,865.30,70,"55,100.00",70,148.20,148.55,105,-18.30,149.00,11.69,"7,106","1,400","7,001",
,"3,747",-255,"2,397",12.23,777.85,-70.25,70,783.85,787.00,245,"55,200.00",35,170.20,170.70,140,-18.45,170.80,11.51,"9,491",871,"8,032",
,"5,069",-157,"2,942",12.23,706.75,-68.05,70,710.05,712.30,105,"55,300.00",35,195.45,195.95,70,-19.85,195.80,11.47,"10,199",595,"7,447",
,"5,771",202,"5,080",11.79,639.00,-64.25,70,639.65,641.40,105,"55,400.00",105,224.00,224.45,70,-19.65,224.65,11.31,"13,007","1,078","7,964",
,"25,197","2,269","31,981",11.73,573.00,-63.55,70,572.90,574.15,175,"55,500.00",35,256.35,257.00,140,-19.45,257.00,11.19,"45,593","4,408","30,724",
,"8,548","4,153","37,687",11.61,510.30,-64.00,175,510.15,511.15,140,"55,600.00",420,294.00,294.35,140,-18.40,294.00,11.16,"45,530","5,258","9,995",
,"13,389","6,467","60,027",11.47,451.00,-62.45,140,450.95,452.00,210,"55,700.00",140,333.80,334.70,105,-17.20,335.00,11.01,"62,778","5,988","11,684",
,"16,279","4,774","49,350",11.39,396.15,-62.80,105,396.15,396.90,105,"55,800.00",140,378.45,379.40,70,-16.15,379.35,10.91,"46,482","2,846","12,307",
,"9,876","1,345","20,669",11.31,344.00,-63.05,105,346.10,346.95,105,"55,900.00",35,428.80,429.35,105,-14.15,430.00,10.85,"20,160","1,326","5,483",
,"50,912","5,902","67,689",11.21,300.40,-58.55,105,300.35,301.00,175,"56,000.00",420,483.25,483.60,105,-11.80,483.25,10.79,"44,558","2,159","31,880",
,"10,590",981,"15,831",11.21,257.10,-58.35,105,259.15,259.85,70,"56,100.00",35,541.00,542.10,35,-10.70,542.00,10.53,"10,600",447,"3,368",
,"8,749",29,"13,340",11.18,222.00,-53.40,70,222.40,223.00,105,"56,200.00",70,603.40,604.95,70,-7.15,605.00,10.60,"5,178",-44,"2,432",
,"7,542",472,"13,020",11.12,190.00,-50.60,210,189.75,190.35,35,"56,300.00",105,670.35,672.60,70,0.75,676.35,10.61,"2,546",-64,"1,494",
,"4,506",-627,"11,372",11.15,160.30,-47.10,70,161.30,161.75,70,"56,400.00",70,742.60,745.30,105,10.90,755.00,10.34,"1,560",24,"3,523",
,"28,048","2,018","28,259",11.14,136.00,-44.65,210,136.70,137.00,210,"56,500.00",70,816.20,819.20,175,6.40,822.35,10.41,"4,269",355,"6,521",
,"6,002",878,"9,855",11.18,114.55,-40.15,140,115.25,115.60,70,"56,600.00",175,894.55,898.05,175,19.95,907.90,10.50,453,33,"1,488",
,"8,569",861,"10,259",11.23,97.30,-36.20,105,97.55,97.75,105,"56,700.00",105,976.00,979.30,140,6.80,976.95,10.26,553,44,"1,027",
,"6,140",468,"9,524",11.26,80.75,-33.65,210,81.80,82.15,70,"56,800.00",35,"1,059.65","1,063.60",175,3.50,"1,050.90",10.15,163,-18,664,
,"5,015",795,"7,798",11.33,68.10,-30.10,105,68.80,69.05,70,"56,900.00",70,"1,143.10","1,152.80",35,0.90,"1,135.00",10.24,30,-4,466,
,"67,224",-239,"39,542",11.38,57.80,-25.70,315,57.65,57.80,35,"57,000.00",70,"1,233.25","1,237.70",70,24.60,"1,240.00",9.97,"1,025",-22,"37,000",
,"4,189",94,"5,684",11.53,48.60,-24.30,175,49.00,49.20,105,"57,100.00",35,"1,325.20","1,331.55",35,26.45,"1,332.50",11.40,9,-6,338,
,"4,613",-19,"6,041",11.67,41.45,-21.35,70,41.75,41.95,105,"57,200.00",35,"1,415.80","1,424.25",35,-15.15,"1,380.00",-,21,-10,817,
,"3,520",-29,"4,007",11.81,35.50,-19.05,35,35.70,35.85,105,"57,300.00",35,"1,509.50","1,524.95",35,26.95,"1,510.20",10.96,7,-1,185,
,"3,031",-164,"3,745",11.95,30.70,-15.80,70,30.70,30.80,350,"57,400.00",105,"1,601.95","1,618.70",35,10.00,"1,540.00",-,2,-,380,
,"25,543",284,"20,288",12.12,26.25,-14.65,210,26.35,26.45,140,"57,500.00",70,"1,700.40","1,717.75",280,3.30,"1,680.00",9.86,58,-24,"2,254",
,"3,034",171,"4,227",12.37,23.50,-12.65,35,23.55,23.65,35,"57,600.00",35,"1,786.45","1,825.90",35,-,-,-,-,-,102,
,"3,054",-377,"4,471",12.56,20.60,-11.10,105,20.70,20.80,35,"57,700.00",35,"1,879.75","1,923.70",35,-,-,-,-,-,219,
,"4,361",-480,"5,040",12.86,18.60,-9.50,105,18.60,18.75,105,"57,800.00",35,"1,985.15","2,022.80",35,-,-,-,-,-,184,
,"1,913",-381,"2,350",13.10,16.60,-8.45,35,16.60,16.75,70,"57,900.00",105,"2,084.90","2,106.30",35,-12.35,"2,050.00",-,1,-,93,
,"32,083","-1,118","25,574",13.28,14.90,-7.80,210,14.90,15.00,595,"58,000.00",35,"2,191.10","2,194.55",105,47.75,"2,200.00",-,76,18,"5,195",
,"2,227",84,"1,869",13.58,13.60,-6.85,350,13.65,13.80,245,"58,100.00",35,"2,270.00","2,304.70",35,-,-,-,-,-,43,
,"2,533",47,"1,375",13.87,12.60,-5.90,210,12.60,12.70,210,"58,200.00",35,"2,369.00","2,418.85",35,-,-,-,-,-,36,
,"2,237",261,"2,484",14.13,11.35,-5.55,"1,190",11.35,11.55,105,"58,300.00",350,"2,444.10","2,513.65",35,-,-,-,-,-,6,
,"1,201",124,"1,046",14.39,10.70,-4.75,385,10.60,10.70,245,"58,400.00",35,"2,564.25","2,612.60",35,-,-,-,-,-,8,
,"16,382",253,"13,808",14.65,9.70,-4.15,245,9.70,9.80,"1,505","58,500.00",105,"2,674.85","2,695.05",70,50.40,"2,725.00",19.25,5,-1,506,
,"3,109","1,292","3,027",15.01,9.15,-3.55,980,9.20,9.35,70,"58,600.00",350,"2,653.50","2,877.10",350,-,-,-,-,-,17,
,"1,573",-450,"2,062",15.24,8.55,-3.40,105,8.50,8.60,70,"58,700.00",350,"2,788.70","2,988.70",350,-,-,-,-,-,3,
,"1,461",-9,"2,181",15.54,8.10,-2.70,350,8.00,8.15,"1,155","58,800.00",350,"2,847.10","3,101.55",350,-,-,-,-,-,-,
,"1,003",152,879,15.86,7.60,-2.75,35,7.65,7.75,210,"58,900.00",350,"2,969.45","3,199.40",350,-,-,-,-,-,-,
,"24,379","-2,074","22,328",16.13,7.10,-2.35,455,7.05,7.10,35,"59,000.00",70,"3,173.60","3,192.30",105,28.30,"3,150.00",-,10,1,"1,909",
,424,-52,497,16.46,7.00,-2.15,35,6.85,6.95,"1,470","59,100.00",350,"3,132.75","3,386.10",350,-,-,-,-,-,-,
,424,-7,204,16.78,6.65,-1.80,140,6.30,6.55,595,"59,200.00",350,"3,243.25","3,490.15",35,-,-,-,-,-,54,
,500,82,553,17.08,6.35,-1.75,"1,190",6.10,6.25,35,"59,300.00",350,"3,332.40","3,637.25",350,-,-,-,-,-,-,
,718,-126,980,17.31,5.75,-1.85,35,5.75,5.85,280,"59,400.00",350,"3,338.95","3,851.65",350,-,-,-,-,-,-,
,"12,757",-134,"5,699",17.59,5.40,-1.55,770,5.40,5.50,"1,330","59,500.00",35,"3,660.05","3,706.35",35,-,-,-,-,-,193,
,734,12,145,18.03,5.65,-1.45,70,5.40,5.70,140,"59,600.00",350,"3,505.05","4,057.70",350,-,-,-,-,-,-,
,308,-147,954,18.26,5.30,-1.25,70,5.25,5.35,105,"59,700.00",350,"3,623.85","4,158.85",350,-,-,-,-,-,-,
,297,25,356,18.70,5.10,-1.20,35,5.15,5.20,175,"59,800.00",350,"3,725.10","4,207.90",350,-,-,-,-,-,-,
,479,7,220,18.96,4.85,-1.40,280,4.85,4.95,140,"59,900.00",350,"3,963.65","4,205.80",35,-,-,-,-,-,4,
,"29,172","-1,030","9,831",19.18,4.65,-0.95,840,4.65,4.70,350,"60,000.00",385,"4,166.35","4,188.00",35,32.35,"4,160.00",-,6,-4,"2,405",
,265,-46,167,19.56,4.70,-0.90,595,4.70,4.80,35,"60,100.00",350,"4,016.85","4,519.40",350,-,-,-,-,-,-,
,280,-8,160,19.90,4.60,-0.95,350,4.55,4.65,35,"60,200.00",350,"4,110.50","4,678.60",350,-,-,-,-,-,-,
,279,-53,134,20.31,4.65,-0.90,315,4.60,4.80,35,"60,300.00",350,"4,205.45","4,797.80",350,-,-,-,-,-,-,
,113,-28,242,20.61,4.50,-1.05,35,4.55,4.65,105,"60,400.00",350,"4,274.90","4,903.60",350,-,-,-,-,-,-,
,"7,267",-573,"2,511",21.04,4.65,-0.50,875,4.55,4.65,315,"60,500.00",70,"4,663.55","4,693.95",35,286.85,"4,631.70",-,1,-,8,
,59,-8,41,21.39,4.55,-0.80,35,4.50,4.55,70,"60,600.00",350,"4,268.70","5,069.35",350,-,-,-,-,-,-,
,94,-20,39,21.68,4.40,-0.80,175,4.40,4.55,210,"60,700.00",350,"4,347.85","5,165.25",350,-,-,-,-,-,-,
,63,-13,29,22.08,4.45,-0.65,105,4.30,4.45,175,"60,800.00",350,"4,834.85","5,042.60",420,-,-,-,-,-,10,
,82,10,53,22.21,4.05,-1.20,35,4.25,4.45,175,"60,900.00",350,"4,515.75","5,428.50",350,-,-,-,-,-,-,
,"16,402",-231,"4,117",22.76,4.35,-0.80,105,4.30,4.40,525,"61,000.00",35,"5,151.20","5,190.50",175,-,-,-,-,-,581,
,45,11,31,23.22,4.50,-0.25,70,4.15,4.55,70,"61,100.00",350,"4,605.15","5,590.70",350,-,-,-,-,-,-,
,61,2,7,23.53,4.05,-1.75,70,4.05,4.35,70,"61,200.00",945,"4,681.85","5,763.90",350,-,-,-,-,-,-,
,95,-52,58,23.54,3.85,-1.05,70,3.95,4.35,70,"61,300.00",350,"4,763.90","5,856.75",350,-,-,-,-,-,-,
,50,-,-,-,-,-,70,3.90,4.65,70,"61,400.00",350,"4,863.85","5,893.65",350,-,-,-,-,-,-,
,"1,824",16,591,24.36,4.00,-0.80,70,3.90,4.05,70,"61,500.00",35,"5,644.10","5,988.00",350,-,-,-,-,-,3,
,29,-,-,-,-,-,70,3.75,4.45,105,"61,600.00",350,"4,956.85","6,175.20",350,-,-,-,-,-,-,
,96,1,7,24.94,3.80,-0.20,595,3.75,4.15,70,"61,700.00",350,"5,041.50","6,285.25",350,-,-,-,-,-,-,
,32,-,-,-,-,-,595,3.60,5.50,595,"61,800.00",350,"5,130.75","6,384.85",350,-,-,-,-,-,-,
,71,-11,46,25.80,4.00,-0.55,140,3.60,3.90,35,"61,900.00",350,"5,200.80","6,425.45",350,-,-,-,-,-,-,
,"5,580",88,"3,447",25.97,3.85,-0.50,665,3.75,3.85,735,"62,000.00",105,"6,149.50","6,180.50",70,75.00,"6,190.00",31.64,2,-,"1,596",
,147,-1,19,26.43,3.90,-0.85,595,3.55,4.10,595,"62,100.00",350,"5,409.70","6,701.00",350,-,-,-,-,-,-,
,152,2,132,26.67,3.70,-0.30,210,3.65,3.80,490,"62,200.00",350,"5,447.85","6,803.35",350,-,-,-,-,-,-,
,161,1,19,27.02,3.75,-0.25,140,3.55,3.85,140,"62,300.00",350,"6,341.35","6,519.30",35,-,-,-,-,-,2,
,173,1,19,27.45,3.85,-0.25,70,3.55,3.95,70,"62,400.00",350,"5,669.55","7,021.00",350,-,-,-,-,-,-,
,793,-27,272,27.55,3.60,-0.55,315,3.55,3.65,280,"62,500.00",350,"6,620.20","6,706.40",35,-,-,-,-,-,2,
,"12,962",74,"1,126",29.09,3.40,-0.65,560,3.30,3.40,"1,155","63,000.00",35,"7,123.40","7,190.00",35,-,-,-,-,-,175,
,568,-367,494,30.53,3.05,-0.60,350,3.05,3.15,"6,965","63,500.00",350,"7,252.55","8,127.90",350,-,-,-,-,-,-,
,"5,416",910,"2,255",31.68,2.75,-0.45,"1,890",2.65,2.75,"2,520","64,000.00",350,"8,110.75","8,191.40",35,-,-,-,-,-,349,
,"1,180",-17,502,33.16,2.55,-0.30,280,2.55,2.60,175,"64,500.00",350,"8,605.60","8,705.70",70,-,-,-,-,-,57,
,"17,538",739,"5,095",34.54,2.45,-0.30,"19,075",2.40,2.45,"3,220","65,000.00",35,"9,116.55","9,188.55",35,-,-,-,-,-,297,
