CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,86,1,55,-,14.95,5.50,"3,000",14.70,14.85,"3,000",237.50,"1,65,000",0.35,0.40,"1,65,000",-0.60,0.40,29.44,470,43,280,
,817,-125,666,-,12.45,5.10,"12,000",12.35,12.50,"3,000",240.00,"2,22,000",0.55,0.60,"4,44,000",-1.00,0.55,28.54,"2,001",79,"1,252",
,393,-27,618,16.93,10.05,4.55,"6,000",10.15,10.25,"6,000",242.50,"1,80,000",0.75,0.80,"18,000",-1.45,0.80,27.20,736,2,302,
,"1,315",-438,"2,996",18.55,8.00,3.80,"6,000",8.05,8.10,"3,000",245.00,"27,000",1.15,1.20,"2,10,000",-2.10,1.20,26.27,"2,818",88,990,
,395,-226,"2,806",19.53,6.10,3.20,"6,000",6.10,6.15,"6,000",247.50,"21,000",1.70,1.75,"60,000",-2.85,1.75,25.66,"1,194",133,283,
,"1,847",-661,"7,766",20.27,4.45,2.45,"24,000",4.45,4.50,"36,000",250.00,"57,000",2.55,2.60,"54,000",-3.55,2.60,24.96,"2,429",352,"1,488",
,309,-53,"2,000",20.42,3.15,1.80,"27,000",3.10,3.15,"6,000",252.50,"21,000",3.65,3.75,"21,000",-4.35,3.70,25.62,254,6,89,
,"1,719",306,"4,522",20.41,2.05,1.10,"42,000",2.05,2.10,"1,71,000",255.00,"12,000",5.10,5.20,"6,000",-4.85,5.25,25.53,450,68,286,
,423,144,987,21.64,1.30,0.65,"1,29,000",1.30,1.40,"1,71,000",257.50,"3,000",6.90,7.00,"6,000",-5.35,7.05,26.61,100,-11,54,
,"1,834",-381,"3,161",22.45,0.90,0.40,"2,91,000",0.85,0.90,"9,000",260.00,"3,000",8.90,9.10,"9,000",-5.45,8.90,28.72,175,-19,536,
,231,26,168,23.25,0.60,0.25,"1,20,000",0.55,0.60,"12,000",262.50,"3,000",11.10,11.20,"3,000",-5.70,11.30,28.79,56,6,53,
,779,-73,606,24.80,0.40,0.10,"2,01,000",0.35,0.45,"2,40,000",265.00,"3,000",13.40,13.55,"3,000",-7.55,13.30,31.97,59,-8,139,
,213,21,79,26.39,0.30,0.10,"1,08,000",0.25,0.30,"3,000",267.50,"3,000",15.10,17.20,"12,000",-,-,-,-,-,31,
,"1,722",-168,889,27.19,0.25,0.05,"5,25,000",0.20,0.25,"7,29,000",270.00,"9,000",18.15,18.45,"3,000",-6.95,18.25,35.83,25,-5,252,
,136,-,9,28.55,0.15,-,"78,000",0.10,0.20,"75,000",272.50,"12,000",19.85,22.30,"24,000",-,-,-,-,-,19,
,360,-19,39,31.29,0.10,-,"51,000",0.10,0.15,"9,000",275.00,"3,000",22.95,23.40,"3,000",-4.20,25.75,70.20,1,-,35,
,271,-17,39,31.80,0.10,-,"1,23,000",0.05,0.15,"30,000",277.50,-,-,-,-,-,-,-,-,-,-,
,"1,057",-40,93,34.30,0.10,-,"5,67,000",0.05,0.10,"5,46,000",280.00,"3,000",27.95,28.35,"3,000",-5.75,28.50,52.82,24,-2,154,
,37,-,-,-,-,-,-,-,0.20,"90,000",282.50,-,-,-,-,-,-,-,-,-,-,
,562,-,15,35.60,0.05,-,-,-,0.10,"1,89,000",285.00,"3,000",32.70,33.65,"3,000",-12.70,33.25,54.99,5,-2,29,
,263,-1,4,39.95,0.05,-,-,-,0.05,"3,00,000",290.00,"3,000",37.85,38.40,"3,000",-6.10,38.30,62.11,8,-2,81,
,16,-,5,44.18,0.05,-,-,-,0.10,"2,82,000",295.00,"3,000",42.80,43.45,"3,000",-11.70,43.00,60.97,1,-,32,
,"1,507",13,85,48.28,0.05,-,-,-,0.10,"21,51,000",300.00,"3,000",47.25,48.30,"3,000",-5.10,49.90,98.80,1,-,235,
,42,-,3,52.27,0.05,-,-,-,0.05,"30,000",305.00,-,-,-,-,-,-,-,-,-,-,
,31,-,-,-,-,-,-,-,0.05,"69,000",310.00,"12,000",56.95,59.70,"9,000",-,-,-,-,-,8,
