CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,255,49,631,16.70,65.80,-7.90,280,65.50,66.40,560,"13,050.00",140,226.50,234.80,140,-19.45,236.00,20.30,37,3,45,
,91,12,310,16.69,58.25,-7.20,280,58.35,59.80,140,"13,075.00",280,231.05,280.85,420,-,-,-,-,-,2,
,"1,873",428,"5,633",16.67,51.95,-7.15,280,51.85,52.35,420,"13,100.00",140,266.60,272.60,420,-16.95,268.85,15.61,93,-5,88,
,94,16,94,16.63,46.00,-6.80,140,45.45,48.50,140,"13,125.00",420,258.75,315.60,560,-,-,-,-,-,2,
,193,29,282,16.68,42.95,-4.40,140,40.35,41.40,140,"13,150.00",280,237.90,354.80,420,-,-,-,-,-,-,
,115,-12,113,16.68,35.40,-6.20,140,35.00,36.40,700,"13,175.00",280,269.25,357.45,420,-,-,-,-,-,-,
,"3,128","1,053","6,999",16.79,31.65,-5.80,280,31.60,31.75,140,"13,200.00",280,345.00,351.55,140,-10.45,351.00,14.43,23,9,280,
,220,7,131,16.72,27.05,-6.65,140,27.00,28.15,420,"13,225.00",280,337.75,448.45,420,-,-,-,-,-,-,
,360,92,349,16.74,23.75,-5.75,280,23.30,24.45,140,"13,250.00",280,334.15,472.15,420,-,-,-,-,-,1,
,110,-1,167,16.98,20.00,-7.00,140,20.00,21.30,140,"13,275.00",280,365.00,503.90,420,-,-,-,-,-,-,
,"2,602",161,"4,049",16.79,18.15,-5.30,140,18.30,18.55,140,"13,300.00",140,424.20,441.00,280,-8.00,447.00,17.58,19,2,110,
,116,72,179,16.90,16.15,-3.85,140,15.05,16.25,140,"13,325.00",280,423.50,546.50,420,-,-,-,-,-,-,
,289,55,477,16.87,13.75,-4.25,420,13.35,13.85,700,"13,350.00",280,445.45,570.95,420,-,-,-,-,-,-,
,61,-8,29,16.78,11.25,-5.50,140,11.15,12.15,700,"13,375.00",280,463.20,598.00,420,-,-,-,-,-,1,
,"2,215",922,"4,421",16.90,10.05,-4.05,280,10.10,10.20,560,"13,400.00",280,521.05,534.25,140,97.85,618.20,34.15,3,-,17,
,26,5,28,17.14,9.00,-3.50,140,7.80,9.80,"1,400","13,425.00",140,516.05,611.85,280,-,-,-,-,-,24,
,156,97,170,16.97,7.30,-3.90,140,7.25,7.70,140,"13,450.00",280,524.25,671.40,420,-,-,-,-,-,-,
,42,2,24,17.01,6.25,-3.25,140,6.15,7.55,140,"13,475.00",280,558.75,697.75,"2,800",-,-,-,-,-,-,
,"5,062",174,"4,856",17.38,6.05,-2.85,700,5.95,6.05,980,"13,500.00",140,615.55,624.70,140,-3.10,622.95,20.28,6,-1,209,
,20,-2,7,17.48,5.35,-2.05,280,4.25,5.65,140,"13,525.00",280,610.95,759.90,280,-,-,-,-,-,-,
,174,126,155,17.27,4.05,-0.75,140,3.75,4.75,140,"13,550.00",280,626.25,785.00,280,-,-,-,-,-,-,
,10,-,-,-,-,-,140,3.25,6.85,280,"13,575.00",280,649.60,811.75,"2,660",-,-,-,-,-,-,
,"2,032",-25,963,17.77,3.35,-1.90,560,3.40,3.50,840,"13,600.00",140,708.60,725.75,140,-88.30,756.70,28.53,2,-,3,
,20,6,16,18.09,3.15,-1.20,140,2.55,3.20,980,"13,625.00",280,694.30,866.55,"2,660",-,-,-,-,-,-,
,1,-,-,-,-,-,280,1.80,7.40,280,"13,650.00",280,718.50,895.75,280,-,-,-,-,-,-,
,6,4,9,18.53,2.65,-0.55,140,1.65,3.65,140,"13,675.00",280,743.00,919.45,280,-,-,-,-,-,-,
,"1,564",-62,"2,826",18.37,2.15,-1.05,"11,620",2.05,2.15,"8,260","13,700.00",140,783.10,860.90,280,-,-,-,-,-,-,
,4,-,1,20.31,3.50,-0.55,140,1.90,2.80,140,"13,725.00",280,787.20,946.25,280,-,-,-,-,-,-,
,67,24,49,19.77,2.50,-0.85,"1,680",1.90,2.55,140,"13,750.00",280,811.30,"1,001.15",280,-,-,-,-,-,-,
,10,-,1,18.52,1.30,-1.65,140,1.40,2.40,140,"13,775.00",280,859.55,998.20,"2,660",-,-,-,-,-,-,
,"2,906",56,737,19.55,1.75,-0.55,700,1.70,1.75,"6,720","13,800.00",280,882.70,939.90,140,-,-,-,-,-,1,
,-,-,-,-,-,-,"3,640",1.00,3.00,420,"13,825.00",280,879.10,"1,050.80","2,660",-,-,-,-,-,-,
,9,1,5,21.36,2.30,-,"1,540",1.30,2.35,420,"13,850.00","2,660",873.25,"1,076.65",280,-,-,-,-,-,-,
,1,-,-,-,-,-,"1,400",0.95,5.95,280,"13,875.00","2,660",904.60,"1,106.60",280,-,-,-,-,-,-,
,474,68,446,20.94,1.50,-0.35,280,1.45,1.50,"9,240","13,900.00",140,984.90,"1,041.10",140,-,-,-,-,-,-,
,5,4,7,20.97,1.25,-,"2,240",1.15,4.65,140,"13,925.00",280,"1,010.20","1,154.10","2,660",-,-,-,-,-,-,
,-,-,-,-,-,-,"11,200",0.90,3.55,280,"13,950.00",280,991.90,"1,181.90","2,660",-,-,-,-,-,-,
,1,-,-,-,-,-,"1,400",0.95,5.50,280,"13,975.00",280,"1,017.95","1,209.70",280,-,-,-,-,-,-,
,"3,354",-49,"1,136",22.63,1.40,-0.40,"10,640",1.40,1.45,"2,380","14,000.00",560,"1,100.95","1,125.10",140,78.40,"1,210.00",51.87,4,-,30,
,-,-,-,-,-,-,"11,200",0.90,10.90,560,"14,025.00",280,"1,111.55","1,341.25",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"11,200",0.90,4.00,140,"14,050.00",280,"1,086.15","1,599.60",280,-,-,-,-,-,1,
,-,-,-,-,-,-,"11,200",0.90,7.80,560,"14,075.00",280,"1,165.25","1,317.55",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"14,000",0.95,3.65,280,"14,100.00",280,"1,171.75","1,337.90",280,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,8.30,280,"14,125.00",280,866.80,"1,438.60","2,660",-,-,-,-,-,-,
,-,-,-,-,-,-,"1,400",0.30,7.70,280,"14,150.00",280,"1,176.55","1,396.55",280,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,7.70,280,"14,175.00",280,889.35,"1,427.30",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"8,400",0.90,3.65,280,"14,200.00",280,"1,267.05","1,442.40",280,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,5.20,560,"14,225.00","2,660",943.65,"1,481.20",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"19,600",0.70,4.35,280,"14,300.00",280,"1,359.90","1,550.40",280,-,-,-,-,-,-,
,4,-,-,-,-,-,"35,140",0.75,1.05,420,"14,400.00",280,"1,477.30","1,651.70",280,-,-,-,-,-,-,
,693,1,11,29.60,1.05,-0.10,"1,960",0.95,1.05,"1,400","14,500.00",280,"1,548.45","1,761.00",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"8,400",0.50,2.75,280,"14,600.00",280,"1,665.00","1,876.70",280,-,-,-,-,-,-,
,-,-,-,-,-,-,"35,000",0.55,2.75,280,"14,700.00",280,"1,729.80","1,977.35",280,-,-,-,-,-,-,
,3,-,-,-,-,-,"2,800",0.60,1.80,280,"14,800.00",280,"1,823.60","2,076.75",280,-,-,-,-,-,-,
,36,-,-,-,-,-,"35,000",0.55,0.75,"1,540","14,900.00",280,"1,942.55","2,198.35",280,-,-,-,-,-,-,
,348,-18,23,35.19,0.65,-0.05,"15,540",0.60,0.70,140,"15,000.00",280,"2,002.15","2,305.65","2,660",-,-,-,-,-,-,
