CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,425,-17,72,-,1.20,-0.40,"1,600",1.15,1.25,800,860.00,"2,400",44.90,46.80,800,2.55,44.80,31.58,12,-,183,
,188,-115,269,-,0.70,-0.40,"1,600",0.70,0.80,800,870.00,"3,200",53.25,57.10,800,0.60,52.30,22.55,2,-,38,
,312,-14,48,-,0.45,-0.35,800,0.35,0.65,800,880.00,800,64.05,66.35,800,3.45,64.80,-,6,-1,40,
,137,-21,27,-,0.40,-0.15,800,0.40,0.50,"2,400",890.00,"1,600",72.65,80.15,"2,400",-,-,-,-,-,31,
,985,-56,133,33.02,0.40,-0.10,"1,00,000",0.35,0.40,"1,600",900.00,"1,600",83.90,87.15,800,1.15,82.90,39.12,1,-,205,
,97,-3,28,35.42,0.35,-,800,0.25,0.45,"1,600",910.00,"2,400",91.55,99.65,"2,400",-,-,-,-,-,1,
,159,-1,2,35.51,0.20,-0.25,"5,600",0.20,0.35,800,920.00,800,103.45,107.45,"1,600",-6.35,102.50,42.63,4,-,29,
,2,-,-,-,-,-,"80,000",0.05,1.90,"24,000",930.00,"2,400",111.10,118.00,800,-,-,-,-,-,13,
,43,-,-,-,-,-,"3,200",0.15,0.50,"2,400",940.00,"2,400",121.40,130.50,"2,400",-,-,-,-,-,2,
,253,-2,8,-,0.20,-,"3,200",0.20,0.35,"4,000",950.00,"2,400",131.10,140.55,"2,400",-,-,-,-,-,7,
,128,-,-,-,-,-,"28,000",0.05,0.55,"3,200",960.00,"2,400",140.95,150.40,"2,400",-,-,-,-,-,37,
,15,-,-,-,-,-,"4,000",0.10,0.65,"2,400",980.00,"3,200",161.20,169.65,"2,400",-,-,-,-,-,6,
,85,2,86,-,0.25,0.10,"2,400",0.10,0.25,"24,800",990.00,-,-,-,-,-,-,-,-,-,-,
,285,-36,37,54.50,0.15,-0.05,"2,400",0.15,0.20,"11,200","1,000.00","3,200",181.30,190.45,"2,400",-,-,-,-,-,5,
,4,-,-,-,-,-,"24,000",0.05,0.85,800,"1,030.00",-,-,-,-,-,-,-,-,-,-,
,15,-,-,-,-,-,"5,600",0.05,0.85,800,"1,040.00","4,000",220.85,229.50,"3,200",-,-,-,-,-,1,
,-,-,-,-,-,-,-,-,-,-,"1,050.00","4,000",230.75,240.35,"4,000",-,-,-,-,-,1,
,666,-,-,-,-,-,"61,600",0.10,0.30,"6,400","1,100.00","3,200",281.25,290.25,"3,200",-,-,-,-,-,1,
,11,-,-,-,-,-,-,-,0.55,"3,200","1,140.00",-,-,-,-,-,-,-,-,-,-,
,48,-,-,-,-,-,"16,000",0.05,0.20,800,"1,160.00",-,-,-,-,-,-,-,-,-,-,
